"v:0","v:1","v:2","Points:0","Points:1","Points:2"
-0.067161,0.038569,-0.00010583,0.03672,0.023877,0.0030072
-0.065933,0.036591,3.6212e-05,0.03764,0.024424,0.0021583
-0.06576,0.036637,6.1118e-05,0.037604,0.024533,0.003242
-0.067595,0.035096,2.9883e-05,0.038302,0.023695,0.0032579
-0.066847,0.033038,9.1376e-05,0.039235,0.024001,0.0027859
-0.066683,0.029596,0.00011343,0.040788,0.024098,0.0029615
-0.067264,0.02699,3.7511e-05,0.041925,0.023842,0.0032047
-0.066564,0.027362,5.3778e-05,0.041781,0.024174,0.0021768
-0.066874,0.023583,8.525e-05,0.043458,0.024018,0.002296
-0.066436,0.022887,0.00011745,0.043762,0.024213,0.0033242
-0.090884,0.013007,-2.0786e-05,0.0482,0.013348,0.0035171
-0.090992,0.011167,7.4706e-06,0.049005,0.01326,0.0047933
-0.092361,0.010231,1.3831e-05,0.049409,0.012665,0.0039791
-0.090822,0.0086913,1.3645e-05,0.050092,0.013362,0.0044637
-0.094058,0.0084774,-1.629e-05,0.050205,0.011909,0.0038812
-0.091544,0.0083197,1.0276e-05,0.050277,0.013032,0.003436
-0.093106,0.0072113,-2.0292e-05,0.050773,0.012334,0.0047083
-0.090556,0.0063933,-1.6879e-05,0.051122,0.013475,0.0048029
-0.092942,0.0063793,-7.2588e-06,0.051142,0.012403,0.003634
-0.090803,0.0052505,-2.1398e-06,0.051651,0.013354,0.0037798
-0.092343,0.0048945,-1.7679e-05,0.05181,0.012655,0.0046002
-0.092664,0.0037384,-1.9333e-05,0.052333,0.012516,0.0036552
